Tipo,Descripcion,Habitaciones,Baños,Área,Barrio,UPZ,Valor
Apartamento,Apartamento en venta en Nueva Autopista,2,2,88,Nueva Autopista,Los Cedros,$ 510.000.000
Casa,Casa en venta en El Batán,2,2,112,El Batán,La Alhambra,$ 526.000.000
Local,Local en venta en El Batán,6,7,340,El Batán,La Alhambra,$ 1.500.000.000
Apartamento,Apartamento en venta en Ciudad Bolívar,3,2,64,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 435.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,159,Cedritos,Usaquén,$ 879.000.000
Apartamento,Apartamento en venta en Usaquén,3,3,130,Usaquén,Usaquén,$ 690.000.000
Apartamento,Apartamento en venta en Bella Suiza,3,4,145,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 920.000.000
Apartamento,Apartamento en venta en Los Rosales,3,3,178,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.250.000.000
Casa,Casa en venta en Chapinero,3,3,341,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,159,Cedritos,Usaquén,$ 879.000.000
Apartamento,Apartamento en venta en Chico Reservado,2,3,120,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.100.000.000
Apartamento,Apartamento en venta en Bella Suiza,3,4,145,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 920.000.000
Apartamento,Apartamento en venta en Ciudad Bolívar,3,2,64,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 435.000.000
Apartamento,Apartamento en venta en Nueva Autopista,3,3,105,Nueva Autopista,Los Cedros,$ 630.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,94,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 795.000.000
Casa,Casa en venta en Modelia,4,2,210,Modelia,Fontibón,$ 795.000.000
Casa,Casa en venta en Rafael Uribe Uribe,3,1,163,Rafael Uribe Uribe,Los Alcázares,$ 270.000.000
Apartamento,Apartamento en venta en Ciudad Bolívar,3,1,50,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 170.000.000
Apartamento,Apartamento en venta en Suba,2,2,50,Suba,Suba,$ 160.000.000
Casa,Casa en venta en Suba,4,3,110,Suba,Suba,$ 460.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,2,208,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.700.000.000
Apartamento,Apartamento en venta en Suba,3,2,103,Suba,Suba,$ 530.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,54,Cedritos,Usaquén,$ 350.000.000
Apartamento,Apartamento en venta en Nueva Autopista,3,3,128,Nueva Autopista,Los Cedros,$ 750.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,105,Cedritos,Usaquén,$ 529.000.000
Apartamento,Apartamento en venta en Usaquén,2,4,158,Usaquén,Usaquén,$ 850.000.000
Casa,Casa en venta en Suba,4,3,250,Suba,Suba,$ 1.300.000.000
Apartamento,Apartamento en venta en Usaquén,2,4,104,Usaquén,Usaquén,$ 650.000.000
Apartamento,Apartamento en venta en Suba,2,2,59,Suba,Suba,$ 267.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,97,Cedritos,Usaquén,$ 487.000.000
Casa,Casa en venta en Nueva Autopista,5,4,416,Nueva Autopista,Los Cedros,$ 1.550.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,89,Cedritos,Usaquén,$ 425.000.000
Apartamento,Apartamento en venta en Usaquén,4,5,357,Usaquén,Usaquén,$ 2.550.000.000
Apartamento,Apartamento en venta en Suba,3,2,90,Suba,Suba,$ 420.000.000
Apartamento,Apartamento en venta en Sotavento,2,2,65,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 375.000.000
Apartamento,Apartamento en venta en Nueva Zelandia,3,2,120,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 370.000.000
Apartamento,Apartamento en venta en Teusaquillo,2,2,57,Teusaquillo,Teusaquillo,$ 385.000.000
Casa,Casa en venta en Kennedy,3,3,120,Kennedy,Kennedy Central,$ 360.000.000
Apartamento,Apartamento en venta en Suba,3,2,85,Suba,Suba,$ 420.000.000
Apartamento,Apartamento en venta en Puente Aranda,2,1,40,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 108.000.000
Apartamento,Apartamento en venta en Los Rosales,5,5,350,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 2.400.000.000
Apartamento,Apartamento en venta en Sotavento,3,2,93,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 494.400.000
Local,Local en venta en Engativa,9,8,659,Engativa,Engativá,$ 1.200.000.000
Apartamento,Apartamento en venta en Capellania,3,2,100,Capellania,Modelia,$ 560.000.000
Apartamento,Apartamento en venta en Suba,2,1,49,Suba,Suba,$ 174.000.000
Apartamento,Apartamento en venta en Las Delicias,3,2,54,Las Delicias,Usaquén,$ 149.900.000
Apartamento,Apartamento en venta en Usaquén,3,2,131,Usaquén,Usaquén,$ 420.000.000
Casa,Casa en venta en Bogotá D.C,4,2,153,Bogotá D.C,Ciudad Salitre Occidental,$ 470.000.000
Apartamento,Apartamento en venta en Palermo,2,2,77,Palermo,Galerías,$ 457.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,53,Cedritos,Usaquén,$ 366.000.000
Casa,Casa en venta en Engativa,3,2,84,Engativa,Engativá,$ 480.000.000
Apartamento,Apartamento en venta en El Progreso,4,2,121,El Progreso,El Rincón,$ 280.000.000
Casa,Casa en venta en Engativa,4,2,120,Engativa,Engativá,$ 350.000.000
Apartamento,Apartamento en venta en Engativa,3,2,67,Engativa,Engativá,$ 253.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,76,Ciudad Salitre,Ciudad Salitre Oriental,$ 457.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 345.000.000
Apartamento,Apartamento en venta en La Calleja,3,2,82,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 402.000.000
Apartamento,Apartamento en venta en Engativa,3,2,100,Engativa,Engativá,$ 483.000.000
Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 350.000.000
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 278.000.000
Apartamento,Apartamento 27.43 mts DOMUM 141,1,1,27,Cedritos,Usaquén,$ 199.478.700
Local,Local en venta en Engativa,7,4,140,Engativa,Engativá,$ 410.000.000
Apartamento,Apartamento en venta en Chapinero,1,2,46,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 260.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,75,Kennedy,Kennedy Central,$ 332.000.000
Apartamento,Apartamento en venta en Chapinero,1,2,46,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 260.000.000
Casa,Casa en venta en Zona Noroccidental,4,2,82,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 258.000.000
Apartamento,Apartamento en venta en Usme,2,1,38,Usme,USME: Alfonso López + Ciudad Usme,$ 79.000.000
Apartamento,Apartamento en venta en Usme,3,2,49,Usme,USME: Alfonso López + Ciudad Usme,$ 93.000.000
Apartamento,Apartamento en venta en Kennedy,3,1,47,Kennedy,Kennedy Central,$ 140.000.000
Apartamento,Apartamento en venta en Puente Aranda,3,3,104,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 666.000.000
Apartamento,Apartamento en venta en La Merced,1,1,29,La Merced,SANTA FE: Las Nieves + Sagrado Corazón,$ 281.000.000
Apartamento,Apartamento en venta en Bosa,3,1,57,Bosa,Bosa Central,$ 167.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,54,Cedritos,Usaquén,$ 355.000.000
Apartamento,Apartamento en venta en La Candelaria,2,1,46,La Candelaria,La Candelaria,$ 250.000.000
Casa,Casa en venta en Quirigua,12,9,340,Quirigua,Minuto de Dios,$ 730.000.000
Apartamento,Apartamento en venta en Prado Veraniego,1,1,25,Prado Veraniego,El Prado,$ 170.000.000
Apartamento,Apartamento en venta en Chico Reservado,1,2,62,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 480.000.000
Casa,Casa en venta en Santa Barbara,2,2,116,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 285.000.000
Apartamento,Apartamento en venta en Suba,3,1,48,Suba,Suba,$ 158.000.000
Apartamento,Apartamento en venta en Suba,2,1,45,Suba,Suba,$ 145.000.000
Apartamento,Apartamento en venta en Antonio Nariño,2,1,70,Antonio Nariño,Restrepo,$ 190.000.000
Apartamento,Apartamento en venta en Engativa,2,1,42,Engativa,Engativá,$ 250.000.000
Apartamento,Apartamento en venta en Bosa,2,1,40,Bosa,Bosa Central,$ 120.000.000
Apartamento,Apartamento en venta en Engativa,2,1,42,Engativa,Engativá,$ 250.000.000
Apartamento,Apartamento en venta en Puente Aranda,3,2,102,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 280.000.000
Apartamento,Apartamento en venta en Marly,1,1,55,Marly,CHAPINERO: Pardo Rubio + Chapinero,$ 260.000.000
Apartamento,Apartamento en venta en Las Nieves,1,1,27,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 285.000.000
Apartamento,Apartamento en venta en Suba,3,2,69,Suba,Suba,$ 275.000.000
Apartamento,Apartamento en venta en Las Nieves,1,1,26,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 280.000.000
Apartamento,Apartamento en venta en Gran Granada,1,1,30,Gran Granada,Garcés Navas,$ 145.000.000
Apartamento,Apartamento en venta en Barrios Unidos,1,1,42,Barrios Unidos,Los Andes,$ 300.000.000
Apartamento,Apartamento en venta en Palermo,1,1,39,Palermo,Galerías,$ 230.000.000
Casa,Casa en venta en Suba,3,1,65,Suba,Suba,$ 200.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,39,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 145.000.000
Apartamento,Apartamento en venta en Las Nieves,1,1,35,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 310.000.000
Apartamento,Apartamento en venta en Los Rosales,4,5,363,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 2.800.000.000
Casa,Casa en venta en Ciudad Bolívar,5,5,144,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 265.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,73,Usaquén,Usaquén,$ 360.000.000
Apartamento,Apartamento en venta en La Calleja,3,2,94,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 850.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,128,Cedritos,Usaquén,$ 580.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,90,Usaquén,Usaquén,$ 410.000.000
Apartamento,Apartamento en venta en Barrios Unidos,3,2,92,Barrios Unidos,Los Andes,$ 530.000.000
Apartamento,Apartamento en venta en Bosque De Pinos,3,2,79,Bosque De Pinos,Los Cedros,$ 415.800.000
Apartamento,Apartamento en venta en Colina Campestre,3,3,144,Colina Campestre,Niza,$ 700.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,177,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.050.000.000
Apartamento,Apartamento en venta en Santa Fe,3,3,90,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 660.000.000
Apartamento,Apartamento en venta en Suba,3,2,69,Suba,Suba,$ 305.000.000
Apartamento,Apartamento en venta en Cedritos,3,2,96,Cedritos,Usaquén,$ 520.000.000
Casa,Casa en venta en Fontibón,5,3,156,Fontibón,Fontibón,$ 360.000.000
Apartamento,Apartamento en venta en Niza,2,1,50,Niza,Niza,$ 170.000.000
Apartamento,Apartamento en venta en Nueva Autopista,1,2,53,Nueva Autopista,Los Cedros,$ 331.000.000
Casa,Casa en venta en Engativa,3,4,640,Engativa,Engativá,$ 1.500.000.000
Apartamento,Apartamento en venta en Fontibón,4,5,200,Fontibón,Fontibón,$ 1.400.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,3,172,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 799.000.000
Casa,Casa en venta en Barrios Unidos,4,3,320,Barrios Unidos,Los Andes,$ 920.000.000
Casa,Casa en venta en Rafael Uribe Uribe,7,5,90,Rafael Uribe Uribe,Los Alcázares,$ 450.000.000
Apartamento,Apartamento en venta en Teusaquillo,3,3,134,Teusaquillo,Teusaquillo,$ 780.000.000
Apartamento,Apartamento en venta en Usaquén,1,2,63,Usaquén,Usaquén,$ 367.000.000
Casa,Casa en venta en Fontibón,5,4,120,Fontibón,Fontibón,$ 450.000.000
Casa,Casa en venta en Usaquén,3,4,130,Usaquén,Usaquén,$ 579.500.000
Apartamento,Apartamento en venta en Teusaquillo,3,2,121,Teusaquillo,Teusaquillo,$ 580.000.000
Apartamento,Apartamento en venta en Usaquén,1,1,35,Usaquén,Usaquén,$ 180.000.000
Apartamento,Apartamento en venta en Bella Suiza,1,2,61,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 416.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,72,Kennedy,Kennedy Central,$ 400.000.000
Casa,Casa en venta en La Estancia,3,2,90,La Estancia,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 180.000.000
Apartamento,Apartamento en venta en Engativa,3,2,93,Engativa,Engativá,$ 526.000.000
Casa,Casa en venta en El Batán,4,3,378,El Batán,La Alhambra,$ 1.430.000.000
Apartamento,Apartamento en venta en Suba,3,2,62,Suba,Suba,$ 260.000.000
Apartamento,Apartamento en venta en Chico Reservado,2,2,73,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 500.000.000
Apartamento,Apartamento en venta en Santa Fe,4,5,300,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 2.800.000.000
Apartamento,Apartamento en venta en Usaquén,2,1,50,Usaquén,Usaquén,$ 260.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,77,Usaquén,Usaquén,$ 370.000.000
Apartamento,Apartamento en venta en Barrancas,2,2,78,Barrancas,San Cristóbal Norte,$ 455.000.000
Casa,Casa en venta en Antonio Nariño,3,2,200,Antonio Nariño,Restrepo,$ 650.000.000
Casa,Casa en venta en Barrios Unidos,5,2,170,Barrios Unidos,Los Andes,$ 750.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,2,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.000.000
Apartamento,Apartamento en venta en Ciudad Berna,3,2,63,Ciudad Berna,Ciudad Jardín,$ 370.000.000
Apartamento,Apartamento en venta en San Patricio,2,3,100,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 565.000.000
Apartamento,Apartamento en venta en Chico Reservado,1,2,63,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 360.000.000
Apartamento,Apartamento en venta en Chapinero,2,3,113,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 885.000.000
Apartamento,Apartamento en venta en Fontibón,2,2,47,Fontibón,Fontibón,$ 257.000.000
Casa,Casa en venta en Suba,3,2,63,Suba,Suba,$ 220.000.000
Apartamento,Apartamento en venta en Usme,3,2,42,Usme,USME: Alfonso López + Ciudad Usme,$ 160.000.000
Apartamento,Apartamento en venta en Gran Granada,3,2,49,Gran Granada,Garcés Navas,$ 180.000.000
Casa,Casa en venta en Kennedy,4,1,41,Kennedy,Kennedy Central,$ 200.000.000
Apartamento,Apartamento en venta en El Batán,2,2,75,El Batán,La Alhambra,$ 450.000.000
Casa,Casa en venta en Fontibón,4,3,491,Fontibón,Fontibón,$ 1.850.000.000
Apartamento,Apartamento en venta en Ciudad Bolívar,3,2,52,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 170.000.000
Apartamento,Apartamento en venta en Gran Granada,3,2,75,Gran Granada,Garcés Navas,$ 320.000.000
Apartamento,Apartamento en venta en Rafael Uribe Uribe,2,1,5,Rafael Uribe Uribe,Los Alcázares,$ 200.000.000
Apartamento,Apartamento en venta en Santa Barbara,2,2,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.000.000
Apartamento,Apartamento en venta en Chico Reservado,1,2,63,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 360.000.000
Apartamento,Apartamento en venta en San Patricio,2,3,100,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 565.000.000
Apartamento,Apartamento en venta en Ciudad Berna,3,2,63,Ciudad Berna,Ciudad Jardín,$ 370.000.000
Apartamento,Apartamento en venta en Fontibón,2,2,47,Fontibón,Fontibón,$ 257.000.000
Apartamento,Apartamento en venta en Chapinero,2,3,113,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 885.000.000
Casa,Casa en venta en Suba,3,2,63,Suba,Suba,$ 220.000.000
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,54,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 230.000.000
Casa,Casa en venta en Barrios Unidos,5,4,280,Barrios Unidos,Los Andes,$ 1.300.000.000
Casa,Casa en venta en Fontibón,5,5,326,Fontibón,Fontibón,$ 650.000.000
Casa,Casa en venta en Niza,5,4,360,Niza,Niza,$ 1.450.000.000
Apartamento,Apartamento en venta en Suba,2,2,67,Suba,Suba,$ 320.000.000
Apartamento,Apartamento en venta en Chico Reservado,1,2,57,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 550.000.000
Casa,Casa en venta en Engativa,3,3,92,Engativa,Engativá,$ 390.000.000
Apartamento,Apartamento en venta en Santa Barbara,3,4,192,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 970.000.000
Apartamento,Apartamento en venta en Usaquén,4,2,133,Usaquén,Usaquén,$ 750.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,85,Kennedy,Kennedy Central,$ 300.000.000
Apartamento,Apartamento en venta en Chapinero,3,4,166,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.050.000.000
Apartamento,Apartamento en venta en Cedritos,1,2,65,Cedritos,Usaquén,$ 365.000.000
Apartamento,Apartamento en venta en Suba,3,2,97,Suba,Suba,$ 580.000.000
Casa,Casa en venta en Villas De Granada,4,3,86,Villas De Granada,Garcés Navas,$ 305.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,2,200,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.350.000.000
Casa,Casa en venta en Normandia,4,2,270,Normandia,ENGATIVÁ: Santa Cecilia + Jardín  Botánico,$ 750.000.000
Casa,Casa en venta en Engativa,4,5,214,Engativa,Engativá,$ 730.000.000
Apartamento,Apartamento en venta en Barrios Unidos,3,2,98,Barrios Unidos,Los Andes,$ 430.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,2,2,54,Ciudad Salitre,Ciudad Salitre Oriental,$ 256.000.000
Casa,Casa en venta en Suba,8,4,322,Suba,Suba,$ 1.650.000.000
Casa,Casa en venta en Suba,4,6,319,Suba,Suba,$ 1.590.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,63,Kennedy,Kennedy Central,$ 285.000.000
Apartamento,Apartamento en venta en Kennedy,3,2,63,Kennedy,Kennedy Central,$ 285.000.000
Apartamento,Apartamento en venta en Santa Paula,3,3,150,Santa Paula,USAQUÉN: Country Club + Santa Bárbara,$ 930.000.000
Apartamento,Apartamento en venta en Galerias,1,1,28,Galerias,Galerías,$ 190.000.000
Apartamento,Apartamento en venta en San Patricio,3,4,170,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 950.000.000
Casa,Casa en venta en Pasadena ,3,3,198,Pasadena ,,$ 850.000.000
Casa,Casa en venta en Suba,4,3,150,Suba,Suba,$ 898.000.000
Apartamento,Apartamento en venta en San Patricio,3,4,120,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 680.000.000
Apartamento,Apartamento en venta en Usaquén,3,2,76,Usaquén,Usaquén,$ 370.000.000
Apartamento,Apartamento en venta en Chico Reservado,2,3,140,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.400.000.000
Apartamento,Apartamento en venta en Santa Barbara,4,4,165,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 980.000.000
Apartamento,Apartamento en venta en Barrios Unidos,3,2,58,Barrios Unidos,Los Andes,$ 305.000.000
Casa,Casa en venta en Usaquén,8,5,50,Usaquén,Usaquén,$ 1.900.000.000
Apartamento,Apartamento en venta en Santa Barbara,4,5,257,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.450.000.000
Apartamento,Apartamento en venta en Chico Reservado,3,3,148,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 780.000.000
Apartamento,Apartamento en venta en Chapinero,3,3,287,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.950.000.000
Casa,Casa en venta en Suba,3,4,208,Suba,Suba,$ 890.000.000
Casa,Casa en venta en Niza,5,3,230,Niza,Niza,$ 630.000.000
Casa,Casa en venta en San Patricio,4,4,318,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 2.200.000.000
Apartamento,Apartamento en venta en Santa Barbara,4,5,220,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.180.000.000
Apartamento,Apartamento en venta en Ciudad Salitre,3,3,90,Ciudad Salitre,Ciudad Salitre Oriental,$ 800.000.000
Casa,Casa en venta en Kennedy,3,2,150,Kennedy,Kennedy Central,$ 290.000.000
Apartamento,Apartamento en venta en Suba,2,2,52,Suba,Suba,$ 250.000.000
Apartamento,Apartamento en venta en Usaquén,3,4,200,Usaquén,Usaquén,$ 1.290.000.000
Casa,Casa en venta en Bosa,3,2,99,Bosa,Bosa Central,$ 220.000.000
Casa,Casa en venta en Suba,3,3,123,Suba,Suba,$ 480.000.000
Apartamento,Apartamento en venta en Suba,2,2,98,Suba,Suba,$ 550.000.000
Apartamento,Apartamento en venta en Chapinero,2,2,72,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 410.000.000
Apartamento,Apartamento en venta en Nicolas De Federman,3,2,105,Nicolas De Federman,Teusaquillo,$ 443.100.000
Casa,Casa en venta en Engativa,4,2,230,Engativa,Engativá,$ 589.740.868
Apartamento,Apartamento en venta en Bosa,3,2,76,Bosa,Bosa Central,$ 345.000.000
Casa,Casa en venta en Engativa,4,2,230,Engativa,Engativá,$ 589.740.868
Casa,Casa en venta en Ciudad Salitre,3,2,199,Ciudad Salitre,Ciudad Salitre Oriental,$ 1.400.000.000
Apartamento,Apartamento en venta en Las Nieves,2,1,75,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 450.000.000
Apartamento,Apartamento en venta en Cedritos,3,3,101,Cedritos,Usaquén,$ 645.853.702
Apartamento,Apartamento en venta en Usaquén,3,5,197,Usaquén,Usaquén,$ 1.350.000.000
Casa,Casa en venta en Suba,6,5,296,Suba,Suba,$ 1.300.000.000
Apartamento,Apartamento en venta en El Chicó,2,2,650,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 4.600.000.000
Apartamento,Apartamento en venta en Usaquén,2,2,93,Usaquén,Usaquén,$ 840.000.000
Apartamento,Apartamento en venta en La Calleja,4,5,190,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 866.522.476
